year,lap_length,driver_number,average_lap_time,track_temperature,pressure,rainfall,wind_speed,wind_direction,humidity,air_temperature,quali_position,quali_lap_time
2024,5.412,77,96.39661818181817,40.5,1016.6,0,3.1,148,62.0,28.0,16,175.82799999999997
2024,5.412,18,96.30437500000001,40.5,1016.6,0,3.1,148,62.0,28.0,11,164.72907142857144
2024,5.412,20,96.42205357142858,40.5,1016.6,0,3.1,148,62.0,28.0,19,133.53662500000002
2024,5.412,23,96.82158928571427,40.5,1016.6,0,3.1,148,62.0,28.0,14,177.91123076923077
2024,5.412,2,95.3546153846154,40.5,1016.6,0,3.1,148,62.0,28.0,17,156.4014285714286
2024,4.909,1,81.32856451612903,41.3,1006.1,0,0.8,119,42.0,26.1,1,201.84462499999998
2024,4.909,4,81.32601612903223,41.3,1006.1,0,0.8,119,42.0,26.1,3,195.68100000000004
2024,4.909,16,81.42883870967745,41.3,1006.1,0,0.8,119,42.0,26.1,4,174.81921052631577
2024,4.909,81,81.51061290322579,41.3,1006.1,0,0.8,119,42.0,26.1,2,246.09984615384622
2024,4.909,55,81.65206451612903,41.3,1006.1,0,0.8,119,42.0,26.1,5,184.7643888888889
2024,4.909,44,81.82653225806452,41.3,1006.1,0,0.8,119,42.0,26.1,8,190.4245
2024,4.909,63,82.03077419354841,41.3,1006.1,0,0.8,119,42.0,26.1,6,215.3025625
2024,4.909,11,82.11698387096774,41.3,1006.1,0,0.8,119,42.0,26.1,11,243.11666666666667
2024,4.909,18,82.48924193548386,41.3,1006.1,0,0.8,119,42.0,26.1,13,165.1525
2024,4.909,22,82.86642622950819,41.3,1006.1,0,0.8,119,42.0,26.1,7,236.73192307692304
2024,4.909,27,82.99640983606557,41.3,1006.1,0,0.8,119,42.0,26.1,10,179.63368421052633
2024,4.909,20,82.94745901639344,41.3,1006.1,0,0.8,119,42.0,26.1,18,136.3072857142857
2024,4.909,3,83.00921311475412,41.3,1006.1,0,0.8,119,42.0,26.1,9,233.43576923076924
2024,4.909,31,83.26573770491805,41.3,1006.1,0,0.8,119,42.0,26.1,12,165.48557142857143
2024,4.909,24,83.236131147541,41.3,1006.1,0,0.8,119,42.0,26.1,17,126.801375
2024,4.909,10,83.33767213114751,41.3,1006.1,0,0.8,119,42.0,26.1,15,179.62561538461534
2024,4.909,2,83.33159016393444,41.3,1006.1,0,0.8,119,42.0,26.1,20,145.57857142857142
2024,4.909,77,83.43150819672131,41.3,1006.1,0,0.8,119,42.0,26.1,16,126.0036
