year,lap_length,position,driver_number,average_lap_time,track_temperature,pressure,rainfall,wind_speed,wind_direction,humidity,air_temperature,average_speed,session_encoded,weather_score,is_top_driver
2024,4.909,5,55,184.7643888888889,39.8,1007.8,0,3.1,129,45.0,24.1,0.026568972676613064,5,18.05,0
2024,4.909,6,63,215.3025625,39.8,1007.8,0,3.1,129,45.0,24.1,0.022800471777942727,5,18.05,0
2024,4.909,7,22,236.73192307692304,39.8,1007.8,0,3.1,129,45.0,24.1,0.02073653580892376,5,18.05,0
2024,4.909,8,44,190.4245,39.8,1007.8,0,3.1,129,45.0,24.1,0.025779245842840602,5,18.05,0
2024,4.909,9,3,233.43576923076924,39.8,1007.8,0,3.1,129,45.0,24.1,0.021029339317519394,5,18.05,1
2024,4.909,10,27,179.63368421052633,39.8,1007.8,0,3.1,129,45.0,24.1,0.02732783676722218,5,18.05,0
2024,4.909,11,11,243.11666666666667,39.8,1007.8,0,3.1,129,45.0,24.1,0.020191951737848768,5,18.05,1
2024,4.909,12,31,165.48557142857143,39.8,1007.8,0,3.1,129,45.0,24.1,0.029664217596872922,5,18.05,1
2024,4.909,13,18,165.1525,39.8,1007.8,0,3.1,129,45.0,24.1,0.029724042930019224,5,18.05,0
2024,4.909,14,23,181.32381818181815,39.8,1007.8,0,3.1,129,45.0,24.1,0.02707311179095962,5,18.05,1
2024,4.909,15,10,179.62561538461534,39.8,1007.8,0,3.1,129,45.0,24.1,0.027329064340232447,5,18.05,0
2024,4.909,16,77,126.0036,39.8,1007.8,0,3.1,129,45.0,24.1,0.038959204340193454,5,18.05,1
2024,4.909,17,24,126.801375,39.8,1007.8,0,3.1,129,45.0,24.1,0.03871409123126622,5,18.05,1
2024,4.909,18,20,136.3072857142857,39.8,1007.8,0,3.1,129,45.0,24.1,0.03601421577926345,5,18.05,1
2024,4.909,19,14,106.94649999999996,39.8,1007.8,0,3.1,129,45.0,24.1,0.045901455400597514,5,18.05,0
2024,4.909,20,2,145.57857142857142,39.8,1007.8,0,3.1,129,45.0,24.1,0.033720622148079096,5,18.05,1
2024,4.909,1,1,81.32856451612903,41.3,1006.1,0,0.8,119,42.0,26.1,0.060360096470489774,6,17.799999999999997,0
2024,4.909,2,4,81.32601612903223,41.3,1006.1,0,0.8,119,42.0,26.1,0.06036198788111492,6,17.799999999999997,0
2024,4.909,3,16,81.42883870967745,41.3,1006.1,0,0.8,119,42.0,26.1,0.06028576703030627,6,17.799999999999997,0
2024,4.909,4,81,81.51061290322579,41.3,1006.1,0,0.8,119,42.0,26.1,0.060225286317356665,6,17.799999999999997,0
2024,4.909,5,55,81.65206451612903,41.3,1006.1,0,0.8,119,42.0,26.1,0.06012095381899752,6,17.799999999999997,0
2024,4.909,6,44,81.82653225806452,41.3,1006.1,0,0.8,119,42.0,26.1,0.05999276597128662,6,17.799999999999997,0
2024,4.909,7,63,82.03077419354841,41.3,1006.1,0,0.8,119,42.0,26.1,0.0598433947291221,6,17.799999999999997,0
2024,4.909,8,11,82.11698387096774,41.3,1006.1,0,0.8,119,42.0,26.1,0.059780568751935916,6,17.799999999999997,1
2024,4.909,9,18,82.48924193548386,41.3,1006.1,0,0.8,119,42.0,26.1,0.05951079055665715,6,17.799999999999997,0
2024,4.909,10,22,82.86642622950819,41.3,1006.1,0,0.8,119,42.0,26.1,0.059239914442598914,6,17.799999999999997,0
2024,4.909,11,27,82.99640983606557,41.3,1006.1,0,0.8,119,42.0,26.1,0.059147136721892576,6,17.799999999999997,0
2024,4.909,12,20,82.94745901639344,41.3,1006.1,0,0.8,119,42.0,26.1,0.059182041960197995,6,17.799999999999997,1
2024,4.909,13,3,83.00921311475412,41.3,1006.1,0,0.8,119,42.0,26.1,0.059138013911945765,6,17.799999999999997,1
2024,4.909,14,31,83.26573770491805,41.3,1006.1,0,0.8,119,42.0,26.1,0.05895582186993645,6,17.799999999999997,1
2024,4.909,15,24,83.236131147541,41.3,1006.1,0,0.8,119,42.0,26.1,0.05897679207721109,6,17.799999999999997,1
2024,4.909,16,10,83.33767213114751,41.3,1006.1,0,0.8,119,42.0,26.1,0.05890493308086125,6,17.799999999999997,0
2024,4.909,17,2,83.33159016393444,41.3,1006.1,0,0.8,119,42.0,26.1,0.058909232265251965,6,17.799999999999997,1
2024,4.909,18,77,83.43150819672131,41.3,1006.1,0,0.8,119,42.0,26.1,0.058838682244904135,6,17.799999999999997,1
2024,4.909,19,14,83.71685245901641,41.3,1006.1,0,0.8,119,42.0,26.1,0.058638133850089515,6,17.799999999999997,0
2024,4.909,20,23,85.93434000000003,41.3,1006.1,0,0.8,119,42.0,26.1,0.057125009629444966,6,17.799999999999997,1
2024,3.337,1,44,110.07035294117652,35.3,1017.7,0,0.8,352,62.0,21.5,0.030316973742996446,0,11.8,0
2024,3.337,2,81,124.25903333333328,35.3,1017.7,0,0.8,352,62.0,21.5,0.02685519040735068,0,11.8,0
2024,3.337,3,63,110.87567647058826,35.3,1017.7,0,0.8,352,62.0,21.5,0.030096772405128897,0,11.8,0
2024,3.337,4,4,115.0651875,35.3,1017.7,0,0.8,352,62.0,21.5,0.029000952177651477,0,11.8,0
2024,3.337,5,16,114.4516875,35.3,1017.7,0,0.8,352,62.0,21.5,0.029156407152144438,0,11.8,0
2024,3.337,6,14,132.19296000000003,35.3,1017.7,0,0.8,352,62.0,21.5,0.025243401766629626,0,11.8,0
2024,3.337,7,18,147.65012000000002,35.3,1017.7,0,0.8,352,62.0,21.5,0.02260072663672742,0,11.8,0
2024,3.337,8,22,111.261,35.3,1017.7,0,0.8,352,62.0,21.5,0.029992540063454403,0,11.8,0
2024,3.337,9,3,106.76222857142854,35.3,1017.7,0,0.8,352,62.0,21.5,0.03125637263901253,0,11.8,1
2024,3.337,10,55,108.19967647058824,35.3,1017.7,0,0.8,352,62.0,21.5,0.030841127338371403,0,11.8,0
2024,3.337,11,1,132.68446428571428,35.3,1017.7,0,0.8,352,62.0,21.5,0.02514989240047212,0,11.8,0
2024,3.337,12,11,130.98767857142855,35.3,1017.7,0,0.8,352,62.0,21.5,0.025475678601177054,0,11.8,1
2024,3.337,13,77,137.2974074074074,35.3,1017.7,0,0.8,352,62.0,21.5,0.02430490176772241,0,11.8,1
2024,3.337,14,20,116.47643750000005,35.3,1017.7,0,0.8,352,62.0,21.5,0.02864957129204779,0,11.8,1
2024,3.337,15,23,108.31657575757576,35.3,1017.7,0,0.8,352,62.0,21.5,0.03080784244388013,0,11.8,1
2024,3.337,16,27,113.80266666666672,35.3,1017.7,0,0.8,352,62.0,21.5,0.029322687224669592,0,11.8,0
2024,3.337,17,2,107.84477142857146,35.3,1017.7,0,0.8,352,62.0,21.5,0.03094262202790412,0,11.8,1
2024,3.337,18,31,116.79796875,35.3,1017.7,0,0.8,352,62.0,21.5,0.028570702347937883,0,11.8,1
2024,3.337,19,24,128.93510344827587,35.3,1017.7,0,0.8,352,62.0,21.5,0.02588123723295173,0,11.8,1
2024,3.337,20,10,416.89177777777775,35.3,1017.7,0,0.8,352,62.0,21.5,0.0080044754487309,0,11.8,0
2024,3.337,1,16,135.72768,42.3,1016.9,0,0.9,230,64.0,21.0,0.024585994544370025,5,11.249999999999998,0
2024,3.337,2,81,153.2808695652174,42.3,1016.9,0,0.9,230,64.0,21.0,0.021770492361280515,5,11.249999999999998,0
2024,3.337,3,55,126.35992592592592,42.3,1016.9,0,0.9,230,64.0,21.0,0.0264086891120544,5,11.249999999999998,0
2024,3.337,4,4,136.83353846153844,42.3,1016.9,0,0.9,230,64.0,21.0,0.02438729596207858,5,11.249999999999998,0
2024,3.337,5,63,130.67766666666665,42.3,1016.9,0,0.9,230,64.0,21.0,0.02553611558210661,5,11.249999999999998,0
2024,3.337,6,1,127.29651851851848,42.3,1016.9,0,0.9,230,64.0,21.0,0.026214385427316692,5,11.249999999999998,0
2024,3.337,7,44,130.40896296296296,42.3,1016.9,0,0.9,230,64.0,21.0,0.02558873197195603,5,11.249999999999998,0
2024,3.337,8,22,146.39833333333337,42.3,1016.9,0,0.9,230,64.0,21.0,0.02279397534124933,5,11.249999999999998,0
2024,3.337,9,23,117.7058214285714,42.3,1016.9,0,0.9,230,64.0,21.0,0.028350339511669993,5,11.249999999999998,1
2024,3.337,10,10,122.98037931034482,42.3,1016.9,0,0.9,230,64.0,21.0,0.02713440972221249,5,11.249999999999998,0
2024,3.337,11,31,116.2376315789474,42.3,1016.9,0,0.9,230,64.0,21.0,0.0287084307781473,5,11.249999999999998,1
2024,3.337,12,27,115.8613684210526,42.3,1016.9,0,0.9,230,64.0,21.0,0.028801662240626965,5,11.249999999999998,0
2024,3.337,13,3,119.44895,42.3,1016.9,0,0.9,230,64.0,21.0,0.027936620623287188,5,11.249999999999998,1
2024,3.337,14,18,143.7013125,42.3,1016.9,0,0.9,230,64.0,21.0,0.023221778158776386,5,11.249999999999998,0
2024,3.337,15,20,130.44705882352943,42.3,1016.9,0,0.9,230,64.0,21.0,0.025581259018759017,5,11.249999999999998,1
2024,3.337,16,14,96.6879,42.3,1016.9,0,0.9,230,64.0,21.0,0.03451310867233646,5,11.249999999999998,0
2024,3.337,17,2,97.4940909090909,42.3,1016.9,0,0.9,230,64.0,21.0,0.034227715432636946,5,11.249999999999998,1
2024,3.337,18,11,95.7121818181818,42.3,1016.9,0,0.9,230,64.0,21.0,0.03486494547098594,5,11.249999999999998,1
2024,3.337,19,77,99.79209999999998,42.3,1016.9,0,0.9,230,64.0,21.0,0.03343952076366768,5,11.249999999999998,1
2024,3.337,20,24,103.2127,42.3,1016.9,0,0.9,230,64.0,21.0,0.03233129256380271,5,11.249999999999998,1
2024,3.337,1,16,79.73018181818179,40.3,1018.5,0,0.6,168,62.0,21.7,0.041853660983863776,6,11.700000000000001,0
2024,3.337,2,81,79.79171428571432,40.3,1018.5,0,0.6,168,62.0,21.7,0.04182138496299292,6,11.700000000000001,0
2024,3.337,3,55,79.7456883116883,40.3,1018.5,0,0.6,168,62.0,21.7,0.04184552256865902,6,11.700000000000001,0
2024,3.337,4,4,79.69041558441556,40.3,1018.5,0,0.6,168,62.0,21.7,0.04187454633694483,6,11.700000000000001,0
2024,3.337,5,63,79.67505194805196,40.3,1018.5,0,0.6,168,62.0,21.7,0.04188262095110676,6,11.700000000000001,0
2024,3.337,6,1,79.61640259740255,40.3,1018.5,0,0.6,168,62.0,21.7,0.04191347374578399,6,11.700000000000001,0
2024,3.337,7,44,79.56698701298698,40.3,1018.5,0,0.6,168,62.0,21.7,0.041939504375795106,6,11.700000000000001,0
2024,3.337,8,22,80.8741052631579,40.3,1018.5,0,0.6,168,62.0,21.7,0.041261662050438366,6,11.700000000000001,0
2024,3.337,9,23,80.9840657894737,40.3,1018.5,0,0.6,168,62.0,21.7,0.04120563678137463,6,11.700000000000001,1
2024,3.337,10,10,81.02763157894739,40.3,1018.5,0,0.6,168,62.0,21.7,0.041183481918124085,6,11.700000000000001,0
2024,3.337,11,14,81.14965333333332,40.3,1018.5,0,0.6,168,62.0,21.7,0.0411215558283757,6,11.700000000000001,0
2024,3.337,12,3,81.22948,40.3,1018.5,0,0.6,168,62.0,21.7,0.04108114443179989,6,11.700000000000001,1
2024,3.337,13,77,81.04391999999999,40.3,1018.5,0,0.6,168,62.0,21.7,0.04117520475317582,6,11.700000000000001,1
2024,3.337,14,18,81.31830666666664,40.3,1018.5,0,0.6,168,62.0,21.7,0.04103627014368066,6,11.700000000000001,0
2024,3.337,15,2,81.16962666666664,40.3,1018.5,0,0.6,168,62.0,21.7,0.04111143708599047,6,11.700000000000001,1
2024,3.337,16,24,81.66081333333334,40.3,1018.5,0,0.6,168,62.0,21.7,0.04086415336544121,6,11.700000000000001,1
2024,4.361,1,4,303.793,31.7,998.3,0,1.4,244,78.0,19.3,0.014355169473951011,0,7.3,0
2024,4.361,2,55,173.39360000000002,31.7,998.3,0,1.4,244,78.0,19.3,0.025150870620368915,0,7.3,0
2024,4.361,3,16,179.8441,31.7,998.3,0,1.4,244,78.0,19.3,0.024248779915493474,0,7.3,0
2024,4.361,4,44,226.7625,31.7,998.3,0,1.4,244,78.0,19.3,0.019231574885618212,0,7.3,0
2024,4.361,5,1,220.07066666666668,31.7,998.3,0,1.4,244,78.0,19.3,0.019816362017049068,0,7.3,0
2024,4.361,6,81,327.7941666666666,31.7,998.3,0,1.4,244,78.0,19.3,0.013304080558683932,0,7.3,0
2024,4.361,7,10,203.7412857142857,31.7,998.3,0,1.4,244,78.0,19.3,0.021404596445492148,0,7.3,0
2024,4.361,8,77,220.8251,31.7,998.3,0,1.4,244,78.0,19.3,0.01974866081799578,0,7.3,1
2024,4.361,9,11,147.23611111111111,31.7,998.3,0,1.4,244,78.0,19.3,0.029619092538439768,0,7.3,1
2024,4.361,10,63,224.533,31.7,998.3,0,1.4,244,78.0,19.3,0.019422534772171575,0,7.3,0
2024,4.361,11,3,170.79325,31.7,998.3,0,1.4,244,78.0,19.3,0.025533795978471045,0,7.3,1
2024,4.361,12,22,178.58075000000002,31.7,998.3,0,1.4,244,78.0,19.3,0.024420325259021474,0,7.3,0
2024,4.361,13,20,292.65500000000003,31.7,998.3,0,1.4,244,78.0,19.3,0.014901505185286427,0,7.3,1
2024,4.361,14,27,520.7755,31.7,998.3,0,1.4,244,78.0,19.3,0.008374049854495844,0,7.3,0
2024,4.361,15,14,336.96666666666664,31.7,998.3,0,1.4,244,78.0,19.3,0.012941932931051538,0,7.3,0
2024,4.361,16,2,495.37275,31.7,998.3,0,1.4,244,78.0,19.3,0.008803471729117114,0,7.3,1
2024,4.361,17,18,330.5496666666666,31.7,998.3,0,1.4,244,78.0,19.3,0.013193176214567857,0,7.3,0
2024,4.361,18,24,111.96166666666666,31.7,998.3,0,1.4,244,78.0,19.3,0.038950831385742145,0,7.3,1
2024,4.361,19,61,983.933,31.7,998.3,0,1.4,244,78.0,19.3,0.004432212355922609,0,7.3,0
2024,4.361,20,23,627.1046666666666,31.7,998.3,0,1.4,244,78.0,19.3,0.006954182023840784,0,7.3,1
2024,4.361,1,63,143.70884000000004,30.0,1000.8,0,2.2,191,63.0,20.8,0.030346080310717134,5,12.2,0
2024,4.361,2,1,137.3193703703704,30.0,1000.8,0,2.2,191,63.0,20.8,0.031758083278693644,5,12.2,0
2024,4.361,3,4,146.22951999999998,30.0,1000.8,0,2.2,191,63.0,20.8,0.029822979655544247,5,12.2,0
2024,4.361,4,81,124.1935,30.0,1000.8,0,2.2,191,63.0,20.8,0.03511455913554252,5,12.2,0
2024,4.361,5,3,144.40833333333333,30.0,1000.8,0,2.2,191,63.0,20.8,0.03019908823359686,5,12.2,1
2024,4.361,6,14,159.56531818181818,30.0,1000.8,0,2.2,191,63.0,20.8,0.027330500447665062,5,12.2,0
2024,4.361,7,44,144.70766666666665,30.0,1000.8,0,2.2,191,63.0,20.8,0.03013662026660647,5,12.2,0
2024,4.361,8,22,153.02321739130434,30.0,1000.8,0,2.2,191,63.0,20.8,0.028498943326019866,5,12.2,0
2024,4.361,9,18,147.07483333333334,30.0,1000.8,0,2.2,191,63.0,20.8,0.02965157193220231,5,12.2,0
2024,4.361,10,23,138.7382,30.0,1000.8,0,2.2,191,63.0,20.8,0.031433303877374794,5,12.2,1
2024,4.361,11,16,109.22689999999996,30.0,1000.8,0,2.2,191,63.0,20.8,0.03992606216966701,5,12.2,0
2024,4.361,12,55,107.68366666666668,30.0,1000.8,0,2.2,191,63.0,20.8,0.040498249502400545,5,12.2,0
2024,4.361,13,2,112.50019047619048,30.0,1000.8,0,2.2,191,63.0,20.8,0.038764378811633755,5,12.2,1
2024,4.361,14,20,148.40546666666663,30.0,1000.8,0,2.2,191,63.0,20.8,0.02938570996036984,5,12.2,1
2024,4.361,15,10,140.27031250000002,30.0,1000.8,0,2.2,191,63.0,20.8,0.031089971372238862,5,12.2,0
2024,4.361,16,11,101.184,30.0,1000.8,0,2.2,191,63.0,20.8,0.04309969955724225,5,12.2,1
2024,4.361,17,77,102.00044444444444,30.0,1000.8,0,2.2,191,63.0,20.8,0.042754715665726944,5,12.2,1
2024,4.361,18,31,106.65166666666666,30.0,1000.8,0,2.2,191,63.0,20.8,0.04089012517385258,5,12.2,1
2024,4.361,19,27,98.09244444444442,30.0,1000.8,0,2.2,191,63.0,20.8,0.04445806223607663,5,12.2,0
2024,4.361,20,24,101.223,30.0,1000.8,0,2.2,191,63.0,20.8,0.04308309376327514,5,12.2,1
2024,4.361,1,1,90.4773043478261,26.3,996.0,0,2.4,223,69.0,18.0,0.04819993291615768,6,10.499999999999998,0
2024,4.361,2,4,90.50846376811596,26.3,996.0,0,2.4,223,69.0,18.0,0.04818333908719241,6,10.499999999999998,0
2024,4.361,3,63,90.55827536231888,26.3,996.0,0,2.4,223,69.0,18.0,0.048156835833631645,6,10.499999999999998,0
2024,4.361,4,44,90.47365217391304,26.3,996.0,0,2.4,223,69.0,18.0,0.04820187861563347,6,10.499999999999998,0
2024,4.361,5,81,90.57489855072464,26.3,996.0,0,2.4,223,69.0,18.0,0.04814799762163366,6,10.499999999999998,0
2024,4.361,6,14,90.66881159420294,26.3,996.0,0,2.4,223,69.0,18.0,0.04809812683459532,6,10.499999999999998,0
2024,4.361,7,18,90.70246376811592,26.3,996.0,0,2.4,223,69.0,18.0,0.048080281602372474,6,10.499999999999998,0
2024,4.361,8,3,90.80136231884056,26.3,996.0,0,2.4,223,69.0,18.0,0.04802791377387877,6,10.499999999999998,1
2024,4.361,9,10,90.68531884057973,26.3,996.0,0,2.4,223,69.0,18.0,0.04808937163981769,6,10.499999999999998,0
2024,4.361,10,31,90.7146956521739,26.3,996.0,0,2.4,223,69.0,18.0,0.04807379850251961,6,10.499999999999998,1
2024,4.361,11,27,90.7625507246377,26.3,996.0,0,2.4,223,69.0,18.0,0.0480484513181073,6,10.499999999999998,0
2024,4.361,12,20,90.83120289855071,26.3,996.0,0,2.4,223,69.0,18.0,0.048012135266674784,6,10.499999999999998,1
2024,4.361,13,77,90.8203913043478,26.3,996.0,0,2.4,223,69.0,18.0,0.04801785080826037,6,10.499999999999998,1
2024,4.361,14,22,91.100231884058,26.3,996.0,0,2.4,223,69.0,18.0,0.04787035016058119,6,10.499999999999998,0
2024,4.361,15,24,92.32194117647056,26.3,996.0,0,2.4,223,69.0,18.0,0.04723687505296365,6,10.499999999999998,1
2024,4.361,16,55,91.58449019607843,26.3,996.0,0,2.4,223,69.0,18.0,0.04761723290333644,6,10.499999999999998,0
2024,4.361,17,23,91.6324117647059,26.3,996.0,0,2.4,223,69.0,18.0,0.04759233022479201,6,10.499999999999998,1
2024,4.361,18,11,91.81416000000002,26.3,996.0,0,2.4,223,69.0,18.0,0.04749812011567713,6,10.499999999999998,1
2024,4.361,19,16,95.61271794871796,26.3,996.0,0,2.4,223,69.0,18.0,0.04561108703487573,6,10.499999999999998,0
2024,4.361,20,2,93.03790909090912,26.3,996.0,0,2.4,223,69.0,18.0,0.04687336637949143,6,10.499999999999998,1
2024,4.655,1,4,142.52399999999997,47.0,1004.2,0,1.5,200,38.0,28.5,0.03266116583873594,0,19.349999999999998,0
2024,4.655,2,1,139.39576923076922,47.0,1004.2,0,1.5,200,38.0,28.5,0.03339412684967263,0,19.349999999999998,0
2024,4.655,3,55,124.65030000000004,47.0,1004.2,0,1.5,200,38.0,28.5,0.03734447490298859,0,19.349999999999998,0
2024,4.655,4,63,131.93593103448276,47.0,1004.2,0,1.5,200,38.0,28.5,0.03528227650724934,0,19.349999999999998,0
2024,4.655,5,11,138.86896296296294,47.0,1004.2,0,1.5,200,38.0,28.5,0.033520809118748246,0,19.349999999999998,1
2024,4.655,6,81,138.87525925925922,47.0,1004.2,0,1.5,200,38.0,28.5,0.03351928935959583,0,19.349999999999998,0
2024,4.655,7,44,145.69196153846156,47.0,1004.2,0,1.5,200,38.0,28.5,0.031950973484361496,0,19.349999999999998,0
2024,4.655,8,31,132.87664285714283,47.0,1004.2,0,1.5,200,38.0,28.5,0.03503249254276121,0,19.349999999999998,1
2024,4.655,9,14,151.16756,47.0,1004.2,0,1.5,200,38.0,28.5,0.030793643821465398,0,19.349999999999998,0
2024,4.655,10,23,147.02652173913043,47.0,1004.2,0,1.5,200,38.0,28.5,0.03166095439746157,0,19.349999999999998,1
2024,4.655,11,16,152.56675,47.0,1004.2,0,1.5,200,38.0,28.5,0.030511235246211903,0,19.349999999999998,0
2024,4.655,12,77,166.63513043478264,47.0,1004.2,0,1.5,200,38.0,28.5,0.027935285841912346,0,19.349999999999998,1
2024,4.655,13,10,184.7961,47.0,1004.2,0,1.5,200,38.0,28.5,0.02518992554496551,0,19.349999999999998,0
2024,4.655,14,18,136.4555925925926,47.0,1004.2,0,1.5,200,38.0,28.5,0.034113662265922357,0,19.349999999999998,0
2024,4.655,15,3,130.7772857142857,47.0,1004.2,0,1.5,200,38.0,28.5,0.03559486629941198,0,19.349999999999998,1
2024,4.655,16,24,170.7943636363636,47.0,1004.2,0,1.5,200,38.0,28.5,0.027254997769779507,0,19.349999999999998,1
2024,4.655,17,20,135.64,47.0,1004.2,0,1.5,200,38.0,28.5,0.034318785019168394,0,19.349999999999998,1
2024,4.655,18,2,162.8062173913044,47.0,1004.2,0,1.5,200,38.0,28.5,0.028592274144001013,0,19.349999999999998,1
2024,4.655,19,50,138.3329259259259,47.0,1004.2,0,1.5,200,38.0,28.5,0.03365070151478358,0,19.349999999999998,0
2024,4.655,20,22,198.0784736842105,47.0,1004.2,0,1.5,200,38.0,28.5,0.02350078690237336,0,19.349999999999998,0
2024,4.655,1,4,303.4763636363636,36.0,1003.5,0,1.7,210,69.0,24.2,0.015338921108128838,5,10.149999999999999,0
2024,4.655,2,1,323.9382,36.0,1003.5,0,1.7,210,69.0,24.2,0.014370024899811137,5,10.149999999999999,0
2024,4.655,3,44,203.2379375,36.0,1003.5,0,1.7,210,69.0,24.2,0.02290418834820148,5,10.149999999999999,0
2024,4.655,4,63,226.08707142857145,36.0,1003.5,0,1.7,210,69.0,24.2,0.020589412612523807,5,10.149999999999999,0
2024,4.655,5,16,313.6829000000001,36.0,1003.5,0,1.7,210,69.0,24.2,0.014839827099277643,5,10.149999999999999,0
2024,4.655,6,55,312.468,36.0,1003.5,0,1.7,210,69.0,24.2,0.014897525506611877,5,10.149999999999999,0
2024,4.655,7,10,196.95125,36.0,1003.5,0,1.7,210,69.0,24.2,0.023635290458933367,5,10.149999999999999,0
2024,4.655,8,11,200.07118750000004,36.0,1003.5,0,1.7,210,69.0,24.2,0.023266718502383054,5,10.149999999999999,1
2024,4.655,9,31,195.6111875,36.0,1003.5,0,1.7,210,69.0,24.2,0.02379720740665715,5,10.149999999999999,1
2024,4.655,10,81,220.98421428571427,36.0,1003.5,0,1.7,210,69.0,24.2,0.021064853048650214,5,10.149999999999999,0
2024,4.655,11,14,190.83945454545457,36.0,1003.5,0,1.7,210,69.0,24.2,0.024392230689861155,5,10.149999999999999,0
2024,4.655,12,77,182.79081818181817,36.0,1003.5,0,1.7,210,69.0,24.2,0.02546626819827334,5,10.149999999999999,1
2024,4.655,13,27,185.5582727272727,36.0,1003.5,0,1.7,210,69.0,24.2,0.025086458995238453,5,10.149999999999999,0
2024,4.655,14,18,156.084,36.0,1003.5,0,1.7,210,69.0,24.2,0.029823684682606804,5,10.149999999999999,0
2024,4.655,15,24,167.87049999999996,36.0,1003.5,0,1.7,210,69.0,24.2,0.027729708316827563,5,10.149999999999999,1
2024,4.655,16,20,144.6612,36.0,1003.5,0,1.7,210,69.0,24.2,0.032178635321703404,5,10.149999999999999,1
2024,4.655,17,22,137.51575,36.0,1003.5,0,1.7,210,69.0,24.2,0.03385066801439108,5,10.149999999999999,0
2024,4.655,18,3,127.31399999999998,36.0,1003.5,0,1.7,210,69.0,24.2,0.036563143095024904,5,10.149999999999999,1
2024,4.655,19,23,122.4436,36.0,1003.5,0,1.7,210,69.0,24.2,0.038017503568990134,5,10.149999999999999,1
2024,4.655,20,2,141.490375,36.0,1003.5,0,1.7,210,69.0,24.2,0.032899764383266354,5,10.149999999999999,1
2024,4.655,1,1,80.26216923076922,39.9,1001.2,0,1.9,247,63.0,23.7,0.05799743571116272,6,12.049999999999999,0
2024,4.655,2,4,80.28450769230767,39.9,1001.2,0,1.9,247,63.0,23.7,0.05798129843232521,6,12.049999999999999,0
2024,4.655,3,44,80.51655384615384,39.9,1001.2,0,1.9,247,63.0,23.7,0.057814198169664495,6,12.049999999999999,0
2024,4.655,4,63,80.61506153846157,39.9,1001.2,0,1.9,247,63.0,23.7,0.057743552025685575,6,12.049999999999999,0
2024,4.655,5,16,80.57712307692309,39.9,1001.2,0,1.9,247,63.0,23.7,0.0577707396621259,6,12.049999999999999,0
2024,4.655,6,55,80.69492307692309,39.9,1001.2,0,1.9,247,63.0,23.7,0.05768640482577304,6,12.049999999999999,0
2024,4.655,7,81,80.72175384615385,39.9,1001.2,0,1.9,247,63.0,23.7,0.057667230680739194,6,12.049999999999999,0
2024,4.655,8,11,81.09440000000002,39.9,1001.2,0,1.9,247,63.0,23.7,0.05740223739247098,6,12.049999999999999,1
2024,4.655,9,10,81.1641230769231,39.9,1001.2,0,1.9,247,63.0,23.7,0.057352926681512165,6,12.049999999999999,0
2024,4.655,10,31,81.3024,39.9,1001.2,0,1.9,247,63.0,23.7,0.05725538237493604,6,12.049999999999999,1
2024,4.655,11,27,81.33033846153847,39.9,1001.2,0,1.9,247,63.0,23.7,0.05723571410195684,6,12.049999999999999,0
2024,4.655,12,14,81.57084375,39.9,1001.2,0,1.9,247,63.0,23.7,0.05706695905054924,6,12.049999999999999,0
2024,4.655,13,24,81.63517187500004,39.9,1001.2,0,1.9,247,63.0,23.7,0.0570219905597522,6,12.049999999999999,1
2024,4.655,14,18,81.81051562500005,39.9,1001.2,0,1.9,247,63.0,23.7,0.05689977583489894,6,12.049999999999999,0
2024,4.655,15,3,82.07071874999998,39.9,1001.2,0,1.9,247,63.0,23.7,0.05671937654378104,6,12.049999999999999,1
2024,4.655,16,77,82.242796875,39.9,1001.2,0,1.9,247,63.0,23.7,0.056600701543201265,6,12.049999999999999,1
2024,4.655,17,20,82.25596874999998,39.9,1001.2,0,1.9,247,63.0,23.7,0.056591637916853316,6,12.049999999999999,1
2024,4.655,18,23,82.25712500000002,39.9,1001.2,0,1.9,247,63.0,23.7,0.05659084243462192,6,12.049999999999999,1
2024,4.655,19,22,82.40323437500001,39.9,1001.2,0,1.9,247,63.0,23.7,0.056490501074461005,6,12.049999999999999,0
2024,4.655,20,2,82.75533333333333,39.9,1001.2,0,1.9,247,63.0,23.7,0.056250151047666626,6,12.049999999999999,1
2024,4.318,1,1,146.7108076923077,42.3,940.5,0,2.6,107,58.0,24.5,0.029432051175507228,0,13.9,0
2024,4.318,2,81,121.89256666666662,42.3,940.5,0,2.6,107,58.0,24.5,0.03542463759753467,0,13.9,0
2024,4.318,3,16,128.11558620689655,42.3,940.5,0,2.6,107,58.0,24.5,0.03370393976129314,0,13.9,0
2024,4.318,4,55,129.81655172413795,42.3,940.5,0,2.6,107,58.0,24.5,0.03326232242846669,0,13.9,0
2024,4.318,5,44,101.06335135135136,42.3,940.5,0,2.6,107,58.0,24.5,0.0427256759474389,0,13.9,0
2024,4.318,6,31,131.69885714285712,42.3,940.5,0,2.6,107,58.0,24.5,0.032786920810680645,0,13.9,1
2024,4.318,7,18,153.02124999999998,42.3,940.5,0,2.6,107,58.0,24.5,0.028218303013470353,0,13.9,0
2024,4.318,8,63,126.43056666666666,42.3,940.5,0,2.6,107,58.0,24.5,0.03415313332719909,0,13.9,0
2024,4.318,9,22,132.71010714285714,42.3,940.5,0,2.6,107,58.0,24.5,0.03253708472521874,0,13.9,0
2024,4.318,10,14,134.6537777777778,42.3,940.5,0,2.6,107,58.0,24.5,0.03206742559518897,0,13.9,0
